undergradStatus,entryStatus,gender,raceEthnicity,year,count
G,(unknown),Female,Chicano/Latino,2012,367
G,(unknown),Female,Chicano/Latino,2013,1
G,(unknown),Female,Decline to State,1983,43
G,(unknown),Female,Decline to State,1984,51
G,(unknown),Female,Decline to State,1985,57
G,(unknown),Female,Decline to State,1986,115
G,(unknown),Female,Decline to State,1987,80
G,(unknown),Female,Decline to State,1988,62
G,(unknown),Female,Decline to State,1989,32
G,(unknown),Female,Decline to State,1990,42
G,(unknown),Female,Decline to State,1991,46
G,(unknown),Female,Decline to State,1992,70
G,(unknown),Female,Decline to State,1993,58
G,(unknown),Female,Decline to State,1994,61
G,(unknown),Female,Decline to State,1995,73
G,(unknown),Female,Decline to State,1996,79
G,(unknown),Female,Decline to State,1997,97
G,(unknown),Female,Decline to State,1998,99
G,(unknown),Female,Decline to State,1999,116
G,(unknown),Female,Decline to State,2000,131
G,(unknown),Female,Decline to State,2001,138
G,(unknown),Female,Decline to State,2002,183
G,(unknown),Female,Decline to State,2003,213
G,(unknown),Female,Decline to State,2004,203
G,(unknown),Female,Decline to State,2005,255
G,(unknown),Female,Decline to State,2006,241
G,(unknown),Female,Decline to State,2007,247
G,(unknown),Female,Decline to State,2008,330
G,(unknown),Female,Decline to State,2009,419
G,(unknown),Female,Decline to State,2010,419
G,(unknown),Female,Decline to State,2011,505
G,(unknown),Female,Decline to State,2012,566
G,(unknown),Female,International,1983,225
G,(unknown),Female,International,1984,285
G,(unknown),Female,International,1985,292
G,(unknown),Female,International,1986,301
G,(unknown),Female,International,1987,295
G,(unknown),Female,International,1988,319
G,(unknown),Female,International,1989,313
G,(unknown),Female,International,1990,307
G,(unknown),Female,International,1991,288
G,(unknown),Female,International,1992,279
G,(unknown),Female,International,1993,301
G,(unknown),Female,International,1994,297
G,(unknown),Female,International,1995,295
G,(unknown),Female,International,1996,341
G,(unknown),Female,International,1997,388
G,(unknown),Female,International,1998,402
G,(unknown),Female,International,1999,461
G,(unknown),Female,International,2000,512
G,(unknown),Female,International,2001,589
G,(unknown),Female,International,2002,596
G,(unknown),Female,International,2003,586
G,(unknown),Female,International,2004,574
G,(unknown),Female,International,2005,555
G,(unknown),Female,International,2006,541
G,(unknown),Female,International,2007,555
G,(unknown),Female,International,2008,562
G,(unknown),Female,International,2009,571
G,(unknown),Female,International,2010,551
G,(unknown),Female,International,2011,615
G,(unknown),Female,International,2012,674
G,(unknown),Female,Native American,1983,26
G,(unknown),Female,Native American,1984,27
G,(unknown),Female,Native American,1985,26
G,(unknown),Female,Native American,1986,23
G,(unknown),Female,Native American,1987,29
G,(unknown),Female,Native American,1988,29
G,(unknown),Female,Native American,1989,27
G,(unknown),Female,Native American,1990,30
G,(unknown),Female,Native American,1991,26
G,(unknown),Female,Native American,1992,28
G,(unknown),Female,Native American,1993,26
G,(unknown),Female,Native American,1994,24
G,(unknown),Female,Native American,1995,24
G,(unknown),Female,Native American,1996,27
G,(unknown),Female,Native American,1997,35
G,(unknown),Female,Native American,1998,27
G,(unknown),Female,Native American,1999,24
G,(unknown),Female,Native American,2000,25
G,(unknown),Female,Native American,2001,22
G,(unknown),Female,Native American,2002,29
G,(unknown),Female,Native American,2003,40
G,(unknown),Female,Native American,2004,42
G,(unknown),Female,Native American,2005,43
G,(unknown),Female,Native American,2006,46
G,(unknown),Female,Native American,2007,50
G,(unknown),Female,Native American,2008,49
G,(unknown),Female,Native American,2009,51
G,(unknown),Female,Native American,2010,50
G,(unknown),Female,Native American,2011,56
G,(unknown),Female,Native American,2012,63
G,(unknown),Female,Other,1983,47
G,(unknown),Female,Other,1984,40
G,(unknown),Female,Other,1985,23
G,(unknown),Female,Other,1986,17
G,(unknown),Female,Other,1987,20
G,(unknown),Female,Other,1988,25
G,(unknown),Female,Other,1989,32
G,(unknown),Female,Other,1990,39
G,(unknown),Female,Other,1991,28
G,(unknown),Female,Other,1992,31
G,(unknown),Female,Other,1993,24
G,(unknown),Female,Other,1994,43
G,(unknown),Female,Other,1995,41
G,(unknown),Female,Other,1996,39
G,(unknown),Female,Other,1997,44
G,(unknown),Female,Other,1998,52
G,(unknown),Female,Other,1999,62
G,(unknown),Female,Other,2000,47
G,(unknown),Female,Other,2001,55
G,(unknown),Female,Other,2002,92
G,(unknown),Female,Other,2003,110
G,(unknown),Female,Other,2004,131
G,(unknown),Female,Other,2005,142
G,(unknown),Female,Other,2006,147
G,(unknown),Female,Other,2007,157
G,(unknown),Female,Other,2008,162
G,(unknown),Female,Other,2009,214
G,(unknown),Female,Other,2010,160
G,(unknown),Female,Pacific Islander,1983,2
G,(unknown),Female,Pacific Islander,1985,1
G,(unknown),Female,Pacific Islander,1986,2
G,(unknown),Female,Pacific Islander,1987,1
G,(unknown),Female,Pacific Islander,1988,1
G,(unknown),Female,Pacific Islander,1989,3
G,(unknown),Female,Pacific Islander,1990,3
G,(unknown),Female,Pacific Islander,1991,2
G,(unknown),Female,Pacific Islander,1992,1
G,(unknown),Female,Pacific Islander,1993,3
G,(unknown),Female,Pacific Islander,1994,6
G,(unknown),Female,Pacific Islander,1995,5
G,(unknown),Female,Pacific Islander,1996,4
G,(unknown),Female,Pacific Islander,1997,3
G,(unknown),Female,Pacific Islander,1998,6
G,(unknown),Female,Pacific Islander,1999,12
G,(unknown),Female,Pacific Islander,2000,9
G,(unknown),Female,Pacific Islander,2001,10
G,(unknown),Female,Pacific Islander,2002,14
G,(unknown),Female,Pacific Islander,2003,12
G,(unknown),Female,Pacific Islander,2004,7
G,(unknown),Female,Pacific Islander,2005,6
G,(unknown),Female,Pacific Islander,2006,6
G,(unknown),Female,Pacific Islander,2007,8
G,(unknown),Female,Pacific Islander,2008,9
G,(unknown),Female,Pacific Islander,2009,13
G,(unknown),Female,Pacific Islander,2010,14
G,(unknown),Female,Pacific Islander,2011,14
G,(unknown),Female,Pacific Islander,2012,8
G,(unknown),Female,White,1983,2452
G,(unknown),Female,White,1984,2546
G,(unknown),Female,White,1985,2503
G,(unknown),Female,White,1986,2434
G,(unknown),Female,White,1987,2423
G,(unknown),Female,White,1988,2368
G,(unknown),Female,White,1989,2305
G,(unknown),Female,White,1990,2237
G,(unknown),Female,White,1991,2102
G,(unknown),Female,White,1992,2104
G,(unknown),Female,White,1993,2017
G,(unknown),Female,White,1994,1852
G,(unknown),Female,White,1995,1803
G,(unknown),Female,White,1996,1801
G,(unknown),Female,White,1997,1826
G,(unknown),Female,White,1998,1898
G,(unknown),Female,White,1999,1865
G,(unknown),Female,White,2000,1900
G,(unknown),Female,White,2001,1892
G,(unknown),Female,White,2002,1898
G,(unknown),Female,White,2003,1907
G,(unknown),Female,White,2004,1875
G,(unknown),Female,White,2005,1928
G,(unknown),Female,White,2006,1927
G,(unknown),Female,White,2007,1908
G,(unknown),Female,White,2008,1799
G,(unknown),Female,White,2009,1924
G,(unknown),Female,White,2010,1923
G,(unknown),Female,White,2011,1907
G,(unknown),Female,White,2012,1796
G,(unknown),Female,White,2013,1
G,(unknown),Male,African American,1983,120
G,(unknown),Male,African American,1984,124
G,(unknown),Male,African American,1985,138
G,(unknown),Male,African American,1986,135
G,(unknown),Male,African American,1987,135
G,(unknown),Male,African American,1988,136
G,(unknown),Male,African American,1989,141
G,(unknown),Male,African American,1990,147
G,(unknown),Male,African American,1991,153
G,(unknown),Male,African American,1992,130
G,(unknown),Male,African American,1993,122
G,(unknown),Male,African American,1994,130
G,(unknown),Male,African American,1995,125
G,(unknown),Male,African American,1996,134
G,(unknown),Male,African American,1997,125
G,(unknown),Male,African American,1998,98
G,(unknown),Male,African American,1999,98
G,(unknown),Male,African American,2000,85
G,(unknown),Male,African American,2001,83
G,(unknown),Male,African American,2002,98
G,(unknown),Male,African American,2003,100
G,(unknown),Male,African American,2004,109
G,(unknown),Male,African American,2005,110
G,(unknown),Male,African American,2006,107
G,(unknown),Male,African American,2007,97
G,(unknown),Male,African American,2008,108
G,(unknown),Male,African American,2009,127
G,(unknown),Male,African American,2010,132
G,(unknown),Male,African American,2011,143
G,(unknown),Male,African American,2012,138
G,(unknown),Male,Asian,1983,398
G,(unknown),Male,Asian,1984,409
G,(unknown),Male,Asian,1985,384
G,(unknown),Male,Asian,1986,374
G,(unknown),Male,Asian,1987,378
G,(unknown),Male,Asian,1988,351
G,(unknown),Male,Asian,1989,354
G,(unknown),Male,Asian,1990,366
G,(unknown),Male,Asian,1991,392
G,(unknown),Male,Asian,1992,405
G,(unknown),Male,Asian,1993,438
G,(unknown),Male,Asian,1994,467
G,(unknown),Male,Asian,1995,470
G,(unknown),Male,Asian,1996,477
G,(unknown),Male,Asian,1997,468
G,(unknown),Male,Asian,1998,501
G,(unknown),Male,Asian,1999,469
G,(unknown),Male,Asian,2000,451
G,(unknown),Male,Asian,2001,470
G,(unknown),Male,Asian,2002,492
G,(unknown),Male,Asian,2003,556
G,(unknown),Male,Asian,2004,615
G,(unknown),Male,Asian,2005,630
G,(unknown),Male,Asian,2006,659
G,(unknown),Male,Asian,2007,663
G,(unknown),Male,Asian,2008,656
G,(unknown),Male,Asian,2009,867
G,(unknown),Male,Asian,2010,900
G,(unknown),Male,Asian,2011,896
G,(unknown),Male,Asian,2012,873
G,(unknown),Male,Chicano/Latino,1983,200
G,(unknown),Male,Chicano/Latino,1984,208
G,(unknown),Male,Chicano/Latino,1985,216
G,(unknown),Male,Chicano/Latino,1986,207
G,(unknown),Male,Chicano/Latino,1987,213
G,(unknown),Male,Chicano/Latino,1988,212
G,(unknown),Male,Chicano/Latino,1989,212
G,(unknown),Male,Chicano/Latino,1990,216
G,(unknown),Male,Chicano/Latino,1991,233
G,(unknown),Male,Chicano/Latino,1992,249
G,(unknown),Male,Chicano/Latino,1993,232
G,(unknown),Male,Chicano/Latino,1994,224
G,(unknown),Male,Chicano/Latino,1995,235
G,(unknown),Male,Chicano/Latino,1996,220
G,(unknown),Male,Chicano/Latino,1997,194
G,(unknown),Male,Chicano/Latino,1998,189
G,(unknown),Male,Chicano/Latino,1999,172
G,(unknown),Male,Chicano/Latino,2000,174
G,(unknown),Male,Chicano/Latino,2001,194
G,(unknown),Male,Chicano/Latino,2002,195
G,(unknown),Male,Chicano/Latino,2003,217
G,(unknown),Male,Chicano/Latino,2004,225
G,(unknown),Male,Chicano/Latino,2005,238
G,(unknown),Male,Chicano/Latino,2006,248
G,(unknown),Male,Chicano/Latino,2007,257
G,(unknown),Male,Chicano/Latino,2008,270
G,(unknown),Male,Chicano/Latino,2009,334
G,(unknown),Male,Chicano/Latino,2010,355
G,(unknown),Male,Chicano/Latino,2011,356
G,(unknown),Male,Chicano/Latino,2012,360
G,(unknown),Male,Decline to State,1983,88
G,(unknown),Male,Decline to State,1984,87
G,(unknown),Male,Decline to State,1985,166
G,(unknown),Male,Decline to State,1986,183
G,(unknown),Male,Decline to State,1987,138
G,(unknown),Male,Decline to State,1988,98
G,(unknown),Male,Decline to State,1989,35
G,(unknown),Male,Decline to State,1990,78
G,(unknown),Male,Decline to State,1991,95
G,(unknown),Male,Decline to State,1992,127
G,(unknown),Male,Decline to State,1993,86
G,(unknown),Male,Decline to State,1994,122
G,(unknown),Male,Decline to State,1995,127
G,(unknown),Male,Decline to State,1996,127
G,(unknown),Male,Decline to State,1997,133
G,(unknown),Male,Decline to State,1998,145
G,(unknown),Male,Decline to State,1999,152
G,(unknown),Male,Decline to State,2000,169
G,(unknown),Male,Decline to State,2001,171
G,(unknown),Male,Decline to State,2002,199
G,(unknown),Male,Decline to State,2003,238
G,(unknown),Male,Decline to State,2004,271
G,(unknown),Male,Decline to State,2005,308
G,(unknown),Male,Decline to State,2006,336
G,(unknown),Male,Decline to State,2007,382
G,(unknown),Male,Decline to State,2008,416
G,(unknown),Male,Decline to State,2009,526
G,(unknown),Male,Decline to State,2010,506
G,(unknown),Male,Decline to State,2011,611
G,(unknown),Male,Decline to State,2012,646
G,(unknown),Male,International,1983,1051
G,(unknown),Male,International,1984,1134
G,(unknown),Male,International,1985,1146
G,(unknown),Male,International,1986,1156
G,(unknown),Male,International,1987,1116
G,(unknown),Male,International,1988,1058
G,(unknown),Male,International,1989,1063
G,(unknown),Male,International,1990,1133
G,(unknown),Male,International,1991,993
G,(unknown),Male,International,1992,944
G,(unknown),Male,International,1993,863
G,(unknown),Male,International,1994,787
G,(unknown),Male,International,1995,777
G,(unknown),Male,International,1996,822
G,(unknown),Male,International,1997,891
G,(unknown),Male,International,1998,941
G,(unknown),Male,International,1999,1038
G,(unknown),Male,International,2000,1095
G,(unknown),Male,International,2001,1214
G,(unknown),Male,International,2002,1286
G,(unknown),Male,International,2003,1208
G,(unknown),Male,International,2004,1145
G,(unknown),Male,International,2005,1140
G,(unknown),Male,International,2006,1144
G,(unknown),Male,International,2007,1221
G,(unknown),Male,International,2008,1268
G,(unknown),Male,International,2009,1281
G,(unknown),Male,International,2010,1348
G,(unknown),Male,International,2011,1395
G,(unknown),Male,International,2012,1383
G,(unknown),Male,International,2013,1
G,(unknown),Male,Native American,1983,23
G,(unknown),Male,Native American,1984,28
G,(unknown),Male,Native American,1985,25
G,(unknown),Male,Native American,1986,23
G,(unknown),Male,Native American,1987,31
G,(unknown),Male,Native American,1988,25
G,(unknown),Male,Native American,1989,28
G,(unknown),Male,Native American,1990,23
G,(unknown),Male,Native American,1991,16
G,(unknown),Male,Native American,1992,22
G,(unknown),Male,Native American,1993,20
G,(unknown),Male,Native American,1994,24
G,(unknown),Male,Native American,1995,27
G,(unknown),Male,Native American,1996,26
G,(unknown),Male,Native American,1997,26
G,(unknown),Male,Native American,1998,19
G,(unknown),Male,Native American,1999,12
G,(unknown),Male,Native American,2000,15
G,(unknown),Male,Native American,2001,17
G,(unknown),Male,Native American,2002,22
G,(unknown),Male,Native American,2003,34
G,(unknown),Male,Native American,2004,35
G,(unknown),Male,Native American,2005,42
G,(unknown),Male,Native American,2006,57
G,(unknown),Male,Native American,2007,63
G,(unknown),Male,Native American,2008,56
G,(unknown),Male,Native American,2009,61
G,(unknown),Male,Native American,2010,54
G,(unknown),Male,Native American,2011,57
G,(unknown),Male,Native American,2012,53
G,(unknown),Male,Other,1983,80
G,(unknown),Male,Other,1984,68
G,(unknown),Male,Other,1985,40
G,(unknown),Male,Other,1986,31
G,(unknown),Male,Other,1987,35
G,(unknown),Male,Other,1988,23
G,(unknown),Male,Other,1989,23
G,(unknown),Male,Other,1990,28
G,(unknown),Male,Other,1991,22
G,(unknown),Male,Other,1992,22
G,(unknown),Male,Other,1993,30
G,(unknown),Male,Other,1994,40
G,(unknown),Male,Other,1995,35
G,(unknown),Male,Other,1996,36
G,(unknown),Male,Other,1997,40
G,(unknown),Male,Other,1998,44
G,(unknown),Male,Other,1999,67
G,(unknown),Male,Other,2000,43
G,(unknown),Male,Other,2001,66
G,(unknown),Male,Other,2002,87
G,(unknown),Male,Other,2003,114
G,(unknown),Male,Other,2004,113
G,(unknown),Male,Other,2005,135
G,(unknown),Male,Other,2006,146
G,(unknown),Male,Other,2007,150
G,(unknown),Male,Other,2008,149
G,(unknown),Male,Other,2009,188
G,(unknown),Male,Other,2010,139
G,(unknown),Male,Pacific Islander,1983,5
G,(unknown),Male,Pacific Islander,1984,3
G,(unknown),Male,Pacific Islander,1985,2
G,(unknown),Male,Pacific Islander,1986,3
G,(unknown),Male,Pacific Islander,1987,1
G,(unknown),Male,Pacific Islander,1988,1
G,(unknown),Male,Pacific Islander,1989,2
G,(unknown),Male,Pacific Islander,1990,4
G,(unknown),Male,Pacific Islander,1991,4
G,(unknown),Male,Pacific Islander,1992,5
G,(unknown),Male,Pacific Islander,1993,4
G,(unknown),Male,Pacific Islander,1994,2
G,(unknown),Male,Pacific Islander,1995,3
G,(unknown),Male,Pacific Islander,1996,4
G,(unknown),Male,Pacific Islander,1997,3
G,(unknown),Male,Pacific Islander,1998,4
G,(unknown),Male,Pacific Islander,1999,1
G,(unknown),Male,Pacific Islander,2000,5
G,(unknown),Male,Pacific Islander,2001,4
G,(unknown),Male,Pacific Islander,2002,6
G,(unknown),Male,Pacific Islander,2003,9
G,(unknown),Male,Pacific Islander,2004,11
G,(unknown),Male,Pacific Islander,2005,8
G,(unknown),Male,Pacific Islander,2006,6
G,(unknown),Male,Pacific Islander,2007,9
G,(unknown),Male,Pacific Islander,2008,11
G,(unknown),Male,Pacific Islander,2009,14
G,(unknown),Male,Pacific Islander,2010,12
G,(unknown),Male,Pacific Islander,2011,10
G,(unknown),Male,Pacific Islander,2012,8
G,(unknown),Male,White,1983,3474
G,(unknown),Male,White,1984,3552
G,(unknown),Male,White,1985,3449
G,(unknown),Male,White,1986,3411
G,(unknown),Male,White,1987,3297
G,(unknown),Male,White,1988,3089
G,(unknown),Male,White,1989,3004
G,(unknown),Male,White,1990,2886
G,(unknown),Male,White,1991,2739
G,(unknown),Male,White,1992,2670
G,(unknown),Male,White,1993,2563
G,(unknown),Male,White,1994,2436
G,(unknown),Male,White,1995,2396
G,(unknown),Male,White,1996,2311
G,(unknown),Male,White,1997,2284
G,(unknown),Male,White,1998,2198
G,(unknown),Male,White,1999,2141
G,(unknown),Male,White,2000,2023
G,(unknown),Male,White,2001,2006
G,(unknown),Male,White,2002,2045
G,(unknown),Male,White,2003,2176
G,(unknown),Male,White,2004,2224
G,(unknown),Male,White,2005,2196
G,(unknown),Male,White,2006,2129
G,(unknown),Male,White,2007,2179
G,(unknown),Male,White,2008,2056
G,(unknown),Male,White,2009,2272
G,(unknown),Male,White,2010,2238
G,(unknown),Male,White,2011,2204
G,(unknown),Male,White,2012,2059
U,Advanced Standing,Female,African American,1983,52
U,Advanced Standing,Female,African American,1984,100
U,Advanced Standing,Female,African American,1985,142
U,Advanced Standing,Female,African American,1986,152
U,Advanced Standing,Female,African American,1987,206
U,Advanced Standing,Female,African American,1988,200
U,Advanced Standing,Female,African American,1989,235
U,Advanced Standing,Female,African American,1990,217
U,Advanced Standing,Female,African American,1991,178
U,Advanced Standing,Female,African American,1992,144
U,Advanced Standing,Female,African American,1993,124
U,Advanced Standing,Female,African American,1994,129
U,Advanced Standing,Female,African American,1995,142
U,Advanced Standing,Female,African American,1996,138
U,Advanced Standing,Female,African American,1997,136
U,Advanced Standing,Female,African American,1998,131
U,Advanced Standing,Female,African American,1999,121
U,Advanced Standing,Female,African American,2000,104
U,Advanced Standing,Female,African American,2001,104
U,Advanced Standing,Female,African American,2002,105
U,Advanced Standing,Female,African American,2003,136
U,Advanced Standing,Female,African American,2004,106
U,Advanced Standing,Female,African American,2005,107
U,Advanced Standing,Female,African American,2006,104
U,Advanced Standing,Female,African American,2007,108
U,Advanced Standing,Female,African American,2008,107
U,Advanced Standing,Female,African American,2009,123
U,Advanced Standing,Female,African American,2010,123
U,Advanced Standing,Female,African American,2011,131
U,Advanced Standing,Female,African American,2012,118
U,Advanced Standing,Female,African American,2013,124
U,Advanced Standing,Female,Asian,1983,178
U,Advanced Standing,Female,Asian,1984,420
U,Advanced Standing,Female,Asian,1985,501
U,Advanced Standing,Female,Asian,1986,523
U,Advanced Standing,Female,Asian,1987,622
U,Advanced Standing,Female,Asian,1988,634
U,Advanced Standing,Female,Asian,1989,593
U,Advanced Standing,Female,Asian,1990,582
U,Advanced Standing,Female,Asian,1991,567
U,Advanced Standing,Female,Asian,1992,539
U,Advanced Standing,Female,Asian,1993,558
U,Advanced Standing,Female,Asian,1994,568
U,Advanced Standing,Female,Asian,1995,582
U,Advanced Standing,Female,Asian,1996,567
U,Advanced Standing,Female,Asian,1997,594
U,Advanced Standing,Female,Asian,1998,610
U,Advanced Standing,Female,Asian,1999,632
U,Advanced Standing,Female,Asian,2000,648
U,Advanced Standing,Female,Asian,2001,654
U,Advanced Standing,Female,Asian,2002,724
U,Advanced Standing,Female,Asian,2003,704
U,Advanced Standing,Female,Asian,2004,667
U,Advanced Standing,Female,Asian,2005,716
U,Advanced Standing,Female,Asian,2006,694
U,Advanced Standing,Female,Asian,2007,724
U,Advanced Standing,Female,Asian,2008,717
U,Advanced Standing,Female,Asian,2009,656
U,Advanced Standing,Female,Asian,2010,643
U,Advanced Standing,Female,Asian,2011,647
U,Advanced Standing,Female,Asian,2012,669
U,Advanced Standing,Female,Asian,2013,670
U,Advanced Standing,Female,Chicano/Latino,1983,69
U,Advanced Standing,Female,Chicano/Latino,1984,150
U,Advanced Standing,Female,Chicano/Latino,1985,221
U,Advanced Standing,Female,Chicano/Latino,1986,224
U,Advanced Standing,Female,Chicano/Latino,1987,252
U,Advanced Standing,Female,Chicano/Latino,1988,307
U,Advanced Standing,Female,Chicano/Latino,1989,363
U,Advanced Standing,Female,Chicano/Latino,1990,388
U,Advanced Standing,Female,Chicano/Latino,1991,371
U,Advanced Standing,Female,Chicano/Latino,1992,300
U,Advanced Standing,Female,Chicano/Latino,1993,285
U,Advanced Standing,Female,Chicano/Latino,1994,283
U,Advanced Standing,Female,Chicano/Latino,1995,293
U,Advanced Standing,Female,Chicano/Latino,1996,288
U,Advanced Standing,Female,Chicano/Latino,1997,288
U,Advanced Standing,Female,Chicano/Latino,1998,250
U,Advanced Standing,Female,Chicano/Latino,1999,218
U,Advanced Standing,Female,Chicano/Latino,2000,225
U,Advanced Standing,Female,Chicano/Latino,2001,249
U,Advanced Standing,Female,Chicano/Latino,2002,311
U,Advanced Standing,Female,Chicano/Latino,2003,330
U,Advanced Standing,Female,Chicano/Latino,2004,297
U,Advanced Standing,Female,Chicano/Latino,2005,302
U,Advanced Standing,Female,Chicano/Latino,2006,330
U,Advanced Standing,Female,Chicano/Latino,2007,385
U,Advanced Standing,Female,Chicano/Latino,2008,379
U,Advanced Standing,Female,Chicano/Latino,2009,356
U,Advanced Standing,Female,Chicano/Latino,2010,363
U,Advanced Standing,Female,Chicano/Latino,2011,429
U,Advanced Standing,Female,Chicano/Latino,2012,457
U,Advanced Standing,Female,Chicano/Latino,2013,453
U,Advanced Standing,Female,Decline to State,1983,40
U,Advanced Standing,Female,Decline to State,1984,56
U,Advanced Standing,Female,Decline to State,1985,93
U,Advanced Standing,Female,Decline to State,1986,123
U,Advanced Standing,Female,Decline to State,1987,160
U,Advanced Standing,Female,Decline to State,1988,159
U,Advanced Standing,Female,Decline to State,1989,165
U,Advanced Standing,Female,Decline to State,1990,193
U,Advanced Standing,Female,Decline to State,1991,203
U,Advanced Standing,Female,Decline to State,1992,217
U,Advanced Standing,Female,Decline to State,1993,190
U,Advanced Standing,Female,Decline to State,1994,157
U,Advanced Standing,Female,Decline to State,1995,109
U,Advanced Standing,Female,Decline to State,1996,104
U,Advanced Standing,Female,Decline to State,1997,123
U,Advanced Standing,Female,Decline to State,1998,206
U,Advanced Standing,Female,Decline to State,1999,256
U,Advanced Standing,Female,Decline to State,2000,218
U,Advanced Standing,Female,Decline to State,2001,241
U,Advanced Standing,Female,Decline to State,2002,249
U,Advanced Standing,Female,Decline to State,2003,242
U,Advanced Standing,Female,Decline to State,2004,214
U,Advanced Standing,Female,Decline to State,2005,210
U,Advanced Standing,Female,Decline to State,2006,191
U,Advanced Standing,Female,Decline to State,2007,181
U,Advanced Standing,Female,Decline to State,2008,192
U,Advanced Standing,Female,Decline to State,2009,195
U,Advanced Standing,Female,Decline to State,2010,186
U,Advanced Standing,Female,Decline to State,2011,176
U,Advanced Standing,Female,Decline to State,2012,116
U,Advanced Standing,Female,Decline to State,2013,93
U,Advanced Standing,Female,International,1983,43
U,Advanced Standing,Female,International,1984,71
U,Advanced Standing,Female,International,1985,71
U,Advanced Standing,Female,International,1986,58
U,Advanced Standing,Female,International,1987,81
U,Advanced Standing,Female,International,1988,100
U,Advanced Standing,Female,International,1989,106
U,Advanced Standing,Female,International,1990,106
U,Advanced Standing,Female,International,1991,112
U,Advanced Standing,Female,International,1992,122
U,Advanced Standing,Female,International,1993,135
U,Advanced Standing,Female,International,1994,146
U,Advanced Standing,Female,International,1995,153
U,Advanced Standing,Female,International,1996,141
U,Advanced Standing,Female,International,1997,162
U,Advanced Standing,Female,International,1998,179
U,Advanced Standing,Female,International,1999,203
U,Advanced Standing,Female,International,2000,214
U,Advanced Standing,Female,International,2001,216
U,Advanced Standing,Female,International,2002,198
U,Advanced Standing,Female,International,2003,187
U,Advanced Standing,Female,International,2004,171
U,Advanced Standing,Female,International,2005,171
U,Advanced Standing,Female,International,2006,166
U,Advanced Standing,Female,International,2007,151
U,Advanced Standing,Female,International,2008,159
U,Advanced Standing,Female,International,2009,206
U,Advanced Standing,Female,International,2010,262
U,Advanced Standing,Female,International,2011,349
U,Advanced Standing,Female,International,2012,389
U,Advanced Standing,Female,International,2013,504
U,Advanced Standing,Female,Native American,1983,5
U,Advanced Standing,Female,Native American,1984,13
U,Advanced Standing,Female,Native American,1985,21
U,Advanced Standing,Female,Native American,1986,23
U,Advanced Standing,Female,Native American,1987,24
U,Advanced Standing,Female,Native American,1988,31
U,Advanced Standing,Female,Native American,1989,39
U,Advanced Standing,Female,Native American,1990,49
U,Advanced Standing,Female,Native American,1991,52
U,Advanced Standing,Female,Native American,1992,38
U,Advanced Standing,Female,Native American,1993,43
U,Advanced Standing,Female,Native American,1994,45
U,Advanced Standing,Female,Native American,1995,43
U,Advanced Standing,Female,Native American,1996,27
U,Advanced Standing,Female,Native American,1997,33
U,Advanced Standing,Female,Native American,1998,27
U,Advanced Standing,Female,Native American,1999,23
U,Advanced Standing,Female,Native American,2000,18
U,Advanced Standing,Female,Native American,2001,19
U,Advanced Standing,Female,Native American,2002,25
U,Advanced Standing,Female,Native American,2003,25
U,Advanced Standing,Female,Native American,2004,29
U,Advanced Standing,Female,Native American,2005,21
U,Advanced Standing,Female,Native American,2006,21
U,Advanced Standing,Female,Native American,2007,23
U,Advanced Standing,Female,Native American,2008,17
U,Advanced Standing,Female,Native American,2009,21
U,Advanced Standing,Female,Native American,2010,29
U,Advanced Standing,Female,Native American,2011,26
U,Advanced Standing,Female,Native American,2012,31
U,Advanced Standing,Female,Native American,2013,29
U,Advanced Standing,Female,Other,1983,34
U,Advanced Standing,Female,Other,1984,73
U,Advanced Standing,Female,Other,1985,97
U,Advanced Standing,Female,Other,1986,82
U,Advanced Standing,Female,Other,1987,71
U,Advanced Standing,Female,Other,1988,60
U,Advanced Standing,Female,Other,1989,65
U,Advanced Standing,Female,Other,1990,49
U,Advanced Standing,Female,Other,1991,47
U,Advanced Standing,Female,Other,1992,52
U,Advanced Standing,Female,Other,1993,51
U,Advanced Standing,Female,Other,1994,56
U,Advanced Standing,Female,Other,1995,50
U,Advanced Standing,Female,Other,1996,49
U,Advanced Standing,Female,Other,1997,46
U,Advanced Standing,Female,Other,1998,54
U,Advanced Standing,Female,Other,1999,53
U,Advanced Standing,Female,Other,2000,56
U,Advanced Standing,Female,Other,2001,60
U,Advanced Standing,Female,Other,2002,76
U,Advanced Standing,Female,Other,2003,81
U,Advanced Standing,Female,Other,2004,77
U,Advanced Standing,Female,Other,2005,67
U,Advanced Standing,Female,Other,2006,68
U,Advanced Standing,Female,Other,2007,63
U,Advanced Standing,Female,Other,2008,52
U,Advanced Standing,Female,Other,2009,65
U,Advanced Standing,Female,Other,2010,42
U,Advanced Standing,Female,Pacific Islander,1983,3
U,Advanced Standing,Female,Pacific Islander,1984,4
U,Advanced Standing,Female,Pacific Islander,1985,2
U,Advanced Standing,Female,Pacific Islander,1986,3
U,Advanced Standing,Female,Pacific Islander,1988,1
U,Advanced Standing,Female,Pacific Islander,1989,2
U,Advanced Standing,Female,Pacific Islander,1990,4
U,Advanced Standing,Female,Pacific Islander,1991,4
U,Advanced Standing,Female,Pacific Islander,1992,5
U,Advanced Standing,Female,Pacific Islander,1993,8
U,Advanced Standing,Female,Pacific Islander,1994,9
U,Advanced Standing,Female,Pacific Islander,1995,10
U,Advanced Standing,Female,Pacific Islander,1996,5
U,Advanced Standing,Female,Pacific Islander,1998,4
